,lamba,val_acc,train_acc
0,6.590472447003722e-05,0.4932,0.5550444444444445
1,9.143632926152474e-05,0.4902,0.5529777777777778
2,2.5005275854553466e-05,0.49,0.5580666666666667
3,0.0009475565256247154,0.4934,0.5566444444444445
4,2.5317876584161894e-05,0.4978,0.5560666666666667
5,0.00036759982951971315,0.4938,0.5554888888888889
6,0.00010436609270639217,0.4906,0.5539777777777778
7,3.4894554146290387e-05,0.4814,0.5554666666666667
8,0.0002179608018163554,0.4894,0.5560888888888889
9,1.901741683868246e-05,0.4848,0.5532444444444444
10,1.3881577190667143e-05,0.4962,0.5566444444444445
11,0.00037078773794876094,0.4898,0.5534
12,4.7662268885355596e-05,0.4936,0.5536888888888889
13,0.0003612660357799765,0.4876,0.5576222222222222
14,0.0004993783183346946,0.4912,0.5525555555555556
15,8.458372265950423e-05,0.4952,0.5566444444444445
16,0.0008925734947009491,0.4938,0.5522666666666667
17,0.0004699759797023682,0.4988,0.5549333333333333
18,5.486134479652876e-05,0.489,0.5560222222222222
19,7.54922224627944e-05,0.4972,0.5585111111111111
