,lamba,val_acc,train_acc
0,0.009015446151842988,0.4842,0.5272666666666667
1,0.002070992708218786,0.4908,0.5523777777777777
2,0.0005659203555048276,0.4922,0.5547333333333333
3,8.247315306270896e-05,0.503,0.5534444444444444
4,0.00087539077426301,0.498,0.5549111111111111
5,2.0416944209389578e-05,0.4888,0.5517111111111112
6,0.0001943612635378553,0.4906,0.5531555555555555
7,0.004892584201997306,0.4886,0.5388444444444445
8,0.0007541539323412966,0.4982,0.5586666666666666
9,0.0029665626545321436,0.4888,0.5434444444444444
10,0.000251396315500138,0.49,0.5558888888888889
11,0.0002808211185861571,0.4924,0.5538666666666666
12,0.00022808059724841202,0.4914,0.5567333333333333
13,0.00014263128485660366,0.4968,0.5541555555555555
14,1.2448330061265606e-05,0.4858,0.5539777777777778
15,0.0001748953119473232,0.4952,0.5536888888888889
16,0.0038262134374206563,0.4918,0.5416444444444445
17,0.0006374815350579231,0.492,0.5527555555555556
18,0.0002972975844797372,0.4934,0.5556888888888889
19,8.758527166797052e-05,0.4938,0.5556888888888889
